epoch,dice_coef,iou,loss,lr,precision_1,recall_1,val_dice_coef,val_iou,val_loss,val_precision_1,val_recall_1
0,0.4992501437664032,0.33949971199035645,0.3675305247306824,1e-04,0.7008007764816284,0.6773881912231445,0.5046419501304626,0.3409140408039093,2.0242156982421875,0.34997817873954773,0.9924088716506958
1,0.7085634469985962,0.5504358410835266,0.18309950828552246,1e-04,0.9012241959571838,0.8871150612831116,0.6665236353874207,0.501127302646637,0.32290351390838623,0.8293929100036621,0.7632139325141907
2,0.7975282073020935,0.6641528010368347,0.1216089278459549,1e-04,0.936109185218811,0.9168226718902588,0.6911455392837524,0.5297041535377502,0.2653985321521759,0.8780107498168945,0.726790189743042
3,0.831150233745575,0.7118121385574341,0.10124647617340088,1e-04,0.941203773021698,0.9252024292945862,0.6679080724716187,0.5053743720054626,0.2858342230319977,0.9291442036628723,0.615566611289978
4,0.8554509878158569,0.7479568719863892,0.08620897680521011,1e-04,0.9492695331573486,0.9331258535385132,0.5935628414154053,0.42674189805984497,0.3407426178455353,0.981931209564209,0.486959844827652
5,0.8759174346923828,0.7796971797943115,0.07364014536142349,1e-04,0.9545530676841736,0.9426045417785645,0.5401908159255981,0.3765651285648346,0.4098161458969116,0.9841954112052917,0.42722415924072266
6,0.8893347978591919,0.8010956645011902,0.06608071178197861,1e-04,0.9578462243080139,0.947445273399353,0.5341674089431763,0.37073734402656555,0.4313347637653351,0.9794519543647766,0.4117889404296875
7,0.895686149597168,0.8114060163497925,0.06332889944314957,1e-04,0.957733690738678,0.9465083479881287,0.4895872473716736,0.32873281836509705,0.47820502519607544,0.9915292263031006,0.34704092144966125
8,0.9055984616279602,0.8278030753135681,0.05631791427731514,1e-05,0.9597819447517395,0.9564313292503357,0.6302012801170349,0.4656635820865631,0.35204145312309265,0.984498143196106,0.5171183943748474
9,0.9101424217224121,0.8353742361068726,0.05185862258076668,1e-05,0.9672556519508362,0.9580361247062683,0.639557421207428,0.47631528973579407,0.3415376543998718,0.9838610291481018,0.5362752079963684
10,0.9138339757919312,0.8415932655334473,0.04895282909274101,1e-05,0.9696799516677856,0.9616100192070007,0.6518718004226685,0.4900886118412018,0.3295117914676666,0.983311116695404,0.5557120442390442
11,0.9170922040939331,0.8471202850341797,0.04660850018262863,1e-05,0.9715666770935059,0.9644254446029663,0.6655160188674927,0.5054734945297241,0.3170318007469177,0.982366144657135,0.5754134654998779
12,0.9200632572174072,0.8521912097930908,0.04457947611808777,1e-05,0.9731521010398865,0.9667869210243225,0.6805586814880371,0.522627592086792,0.3042118549346924,0.9811301827430725,0.597238302230835
13,0.9215925931930542,0.8547953367233276,0.04313286393880844,1e-06,0.980311930179596,0.9620668292045593,0.6962094306945801,0.5409160256385803,0.28936582803726196,0.9791873097419739,0.6203327775001526
14,0.9224889874458313,0.8563440442085266,0.04250013455748558,1e-06,0.9777205586433411,0.9665093421936035,0.7132747173309326,0.5610932111740112,0.27320316433906555,0.9768943190574646,0.6453258991241455
15,0.9229841232299805,0.8572008609771729,0.042201653122901917,1e-06,0.9764679074287415,0.9685637950897217,0.7288720011711121,0.5798510909080505,0.25881683826446533,0.9747859239578247,0.6680709719657898
16,0.9233554601669312,0.8578417301177979,0.04198743402957916,1e-06,0.9759730696678162,0.9695566892623901,0.7425159215927124,0.5964899659156799,0.24649600684642792,0.9727007150650024,0.6877552270889282
17,0.9236879944801331,0.8584160804748535,0.04179324954748154,1e-06,0.9758309721946716,0.9700825214385986,0.7538177967071533,0.6105961203575134,0.23588494956493378,0.9708260297775269,0.7044146656990051
18,0.9240092039108276,0.8589701652526855,0.04160367697477341,1e-06,0.9758501648902893,0.9704275727272034,0.7636668682098389,0.6230754256248474,0.22683726251125336,0.9690762162208557,0.7187662124633789
19,0.9243278503417969,0.8595203757286072,0.04141445457935333,1e-06,0.9759343862533569,0.9706915616989136,0.7720418572425842,0.6339020729064941,0.21895653009414673,0.9673903584480286,0.7317908406257629
20,0.9246479868888855,0.8600731492042542,0.04122389853000641,1e-06,0.9760505557060242,0.9709211587905884,0.7791938781738281,0.6433532238006592,0.2120395451784134,0.9656752943992615,0.7432738542556763
21,0.924970269203186,0.860629677772522,0.041031885892152786,1e-06,0.9761799573898315,0.9711354374885559,0.7853385210037231,0.6516467332839966,0.206034317612648,0.9639484882354736,0.7540278434753418
22,0.9252950549125671,0.8611909747123718,0.04083837941288948,1e-06,0.9763134717941284,0.9713470935821533,0.7904684543609619,0.6587111949920654,0.20085200667381287,0.9621363282203674,0.7639397382736206
23,0.9256224632263184,0.8617575168609619,0.04064315930008888,1e-06,0.9764484763145447,0.9715582132339478,0.7950372695922852,0.6650254726409912,0.19644895195960999,0.9602029919624329,0.7722899317741394
24,0.9259522557258606,0.8623281121253967,0.04044662415981293,1e-06,0.9765898585319519,0.9717664122581482,0.7990614175796509,0.6705529689788818,0.1929265558719635,0.9582945108413696,0.7793100476264954
25,0.9262840747833252,0.8629027605056763,0.0402488112449646,1e-06,0.9767214059829712,0.9719781875610352,0.8026162385940552,0.675466775894165,0.1897623986005783,0.9564895629882812,0.7854380011558533
26,0.9266176223754883,0.8634809851646423,0.04004975035786629,1e-06,0.9768547415733337,0.9721869826316833,0.805625319480896,0.6797123551368713,0.18698887526988983,0.9546865224838257,0.7910420298576355
27,0.9269534945487976,0.8640622496604919,0.03984977304935455,1e-06,0.9769900441169739,0.9723915457725525,0.8082762360572815,0.6834728717803955,0.18481861054897308,0.9529796838760376,0.7959083318710327
28,0.9272899627685547,0.8646463751792908,0.0396491102874279,1e-06,0.9771320819854736,0.9726014733314514,0.8106824159622192,0.6869051456451416,0.1828916072845459,0.9514976739883423,0.8003037571907043
29,0.9276278614997864,0.8652330040931702,0.03944772481918335,1e-06,0.9772710800170898,0.9727974534034729,0.8127294778823853,0.6898819208145142,0.18112699687480927,0.9500539302825928,0.8043205738067627
30,0.9279667139053345,0.8658217191696167,0.039245687425136566,1e-06,0.9774157404899597,0.9730063676834106,0.8146522641181946,0.6926771998405457,0.1795819103717804,0.948573887348175,0.808214008808136
31,0.9283064603805542,0.8664121031761169,0.03904329985380173,1e-06,0.9775582551956177,0.9732080101966858,0.8164777159690857,0.695357084274292,0.17807665467262268,0.9472348690032959,0.8119776248931885
32,0.928646981716156,0.8670041561126709,0.038840677589178085,1e-06,0.977702260017395,0.9734102487564087,0.8183322548866272,0.6980551481246948,0.17659546434879303,0.9459062218666077,0.8158539533615112
33,0.928987443447113,0.8675969243049622,0.038638047873973846,1e-06,0.9778467416763306,0.9736105799674988,0.8202480673789978,0.7007959485054016,0.1751422882080078,0.9447973370552063,0.819429874420166
34,0.9293286204338074,0.8681908845901489,0.03843533992767334,1e-06,0.9779907464981079,0.9738131761550903,0.8221369385719299,0.7034891247749329,0.173683300614357,0.9438641667366028,0.8227384090423584
35,0.9296697378158569,0.8687854409217834,0.03823273628950119,1e-06,0.9781351089477539,0.974015474319458,0.8235929012298584,0.7056282758712769,0.1724848598241806,0.94279944896698,0.8257807493209839
36,0.930010974407196,0.8693799376487732,0.038030438125133514,1e-06,0.9782798290252686,0.9742128849029541,0.8249121904373169,0.7075648903846741,0.17142023146152496,0.9418067336082458,0.8284555077552795
37,0.9303515553474426,0.8699741959571838,0.03782859444618225,1e-06,0.9784250259399414,0.9744147658348083,0.8262292742729187,0.7095104455947876,0.1701444685459137,0.9411093592643738,0.8309274315834045
38,0.9306918978691101,0.8705687522888184,0.03762700781226158,1e-06,0.9785676002502441,0.9746100306510925,0.8274076581001282,0.7112767696380615,0.16904672980308533,0.9405839443206787,0.8330960273742676
