,Image Name,Acc,F1,Jaccard,Recall,Precision
0,ISIC2018_Training\ISIC_0014600.jpg,0.9665178571428571,0.7296427421950433,0.5743602736255384,0.9973603167619886,0.5752347120020299
1,ISIC2018_Training\ISIC_0000115.jpg,0.9706433354591837,0.9329021090511548,0.8742422948860241,0.9450853714813106,0.921028962043533
2,ISIC2018_Training\ISIC_0014410.jpg,0.9847935267857143,0.8725572072824453,0.7739259259259259,0.8027043638598648,0.955726308086352
3,ISIC2018_Training\ISIC_0012338.jpg,0.9896763392857143,0.873904576436222,0.7760484219628189,0.9944598337950139,0.7794181502388189
4,ISIC2018_Training\ISIC_0010061.jpg,0.9815250318877551,0.9008450101615146,0.8195796029583495,0.973416551086454,0.8383436193509854
5,ISIC2018_Training\ISIC_0014823.jpg,0.9923469387755102,0.9552029864675688,0.9142474318892363,0.9789574366331899,0.9325740318906606
6,ISIC2018_Training\ISIC_0014077.jpg,0.8320113201530612,0.6857547627036498,0.5217859979575626,0.524733268671193,0.9893502581755593
7,ISIC2018_Training\ISIC_0014707.jpg,0.965202487244898,0.8551998673080112,0.7470298464213272,0.9942151947551099,0.7502910360884749
8,ISIC2018_Training\ISIC_0014586.jpg,0.9783362563775511,0.9496409543664581,0.9041107974594214,0.9172185430463576,0.9844395351070983
9,ISIC2018_Training\ISIC_0015243.jpg,0.9098573022959183,0.9311011927430042,0.8710845090494513,0.921597008624329,0.9408034477451132
10,ISIC2018_Training\ISIC_0013034.jpg,0.9571508290816326,0.7775708669563418,0.6360866621530129,1.0,0.6360866621530129
11,ISIC2018_Training\ISIC_0015485.jpg,0.9422831632653061,0.9511174127337789,0.9067911168329579,0.9088387096774193,0.9975215975074352
12,ISIC2018_Training\ISIC_0014458.jpg,0.9975286989795918,0.9550072568940494,0.9138888888888889,0.9777117384843982,0.9333333333333333
13,ISIC2018_Training\ISIC_0013674.jpg,0.9649433992346939,0.9149707545801711,0.843268288336452,0.867699642431466,0.9676891615541923
14,ISIC2018_Training\ISIC_0014955.jpg,0.9705636160714286,0.8916599427858872,0.8045003309066843,0.9990138067061144,0.8051397536097497
15,ISIC2018_Training\ISIC_0000549.jpg,0.8911033163265306,0.8905492568406715,0.8026938215433503,0.8369667532663128,0.9514617129649445
16,ISIC2018_Training\ISIC_0013213.jpg,0.9671356823979592,0.5670779732213179,0.395749358739465,0.395749358739465,1.0
17,ISIC2018_Training\ISIC_0014136.jpg,0.9844746492346939,0.8807592224093066,0.786925601750547,1.0,0.786925601750547
18,ISIC2018_Training\ISIC_0015476.jpg,0.9716198979591837,0.9301549931332157,0.8694296717403264,0.8908305148440436,0.9731116584564861
19,ISIC2018_Training\ISIC_0000320.jpg,0.9790935905612245,0.9702824442618772,0.9422801804776054,0.9497005323868678,0.9917762205362831
20,ISIC2018_Training\ISIC_0007760.jpg,0.9885602678571429,0.9283216783216783,0.866231647634584,0.9997310381925767,0.8664335664335664
21,ISIC2018_Training\ISIC_0010073.jpg,0.956672512755102,0.922501069442464,0.8561503341494078,0.888911788953009,0.9587285121517487
22,ISIC2018_Training\ISIC_0010595.jpg,0.9708027742346939,0.9644684824525237,0.9313753044781713,0.9902385576970965,0.9400056732223904
23,ISIC2018_Training\ISIC_0013995.jpg,0.9916294642857143,0.9120971117622436,0.8383993843786072,0.9909049567985448,0.8449011244668476
24,ISIC2018_Training\ISIC_0014273.jpg,0.9831592793367347,0.9279563475147071,0.8655956736122157,0.9479184811008535,0.908817635270541
25,ISIC2018_Training\ISIC_0000046.jpg,0.9301857461734694,0.9155516983679275,0.8442557353725769,0.99926327421986,0.8447815641961028
26,ISIC2018_Training\ISIC_0000376.jpg,0.9516900510204082,0.8936562253224531,0.8077563645015465,0.8767323749677197,0.9112463093853449
27,ISIC2018_Training\ISIC_0015293.jpg,0.9837970344387755,0.9325479133825604,0.8736203948391108,0.9721501470333852,0.8960459183673469
28,ISIC2018_Training\ISIC_0013134.jpg,0.8880739795918368,0.3978125670169419,0.24829340115111764,1.0,0.24829340115111764
29,ISIC2018_Training\ISIC_0012670.jpg,0.9860889668367347,0.8,0.6666666666666666,1.0,0.6666666666666666
30,ISIC2018_Training\ISIC_0000099.jpg,0.9090999681122449,0.8719934888159186,0.7730394108280255,0.7781506712081747,0.9915746473479288
31,ISIC2018_Training\ISIC_0015638.jpg,0.9269371811224489,0.8512416815452039,0.7410102437301307,0.9743613562470971,0.7557460912169465
32,ISIC2018_Training\ISIC_0015130.jpg,0.9721779336734694,0.9585486073994893,0.9203968751781947,0.9987624528185137,0.9214477364845579
33,ISIC2018_Training\ISIC_0014832.jpg,0.9425821109693877,0.9016219907802628,0.8208667537151029,0.99039759939985,0.8274522093387653
34,ISIC2018_Training\ISIC_0016025.jpg,0.9228316326530612,0.7934713036057179,0.6576480990274094,0.6576480990274094,1.0
35,ISIC2018_Training\ISIC_0012902.jpg,0.9292490433673469,0.7275099785078292,0.5717215586922427,0.5915616027961553,0.9445883994418975
36,ISIC2018_Training\ISIC_0010216.jpg,0.9898158482142857,0.9564550489987218,0.9165441776906745,0.9717748917748917,0.9416107382550336
37,ISIC2018_Training\ISIC_0012988.jpg,0.9970503826530612,0.945906432748538,0.897364771151179,0.9074333800841514,0.9877862595419847
38,ISIC2018_Training\ISIC_0013200.jpg,0.9958346619897959,0.9442220443021083,0.8943377148634984,0.9039345937659683,0.988268156424581
39,ISIC2018_Training\ISIC_0014957.jpg,0.961296237244898,0.9444508009153317,0.894748252127256,0.9451537184404878,0.9437489281426856
