,Image Name,Acc,F1,Jaccard,Recall,Precision
0,ISIC-2017_Training_Data\ISIC_0011224.jpg,0.9617546237244898,0.9143953249765803,0.8422912557527942,0.8445121951219512,0.9968874623091138
1,ISIC-2017_Training_Data\ISIC_0012768.jpg,0.9386360012755102,0.8161242161839355,0.689366424535916,0.7151978229014025,0.9502155472117925
2,ISIC-2017_Training_Data\ISIC_0013921.jpg,0.9966318558673469,0.9465020576131687,0.8984375,0.960179833012203,0.9332084893882646
3,ISIC-2017_Training_Data\ISIC_0011079.jpg,0.9630102040816326,0.9588488315374042,0.9209506367392137,0.9267529573118464,0.9932475884244373
4,ISIC-2017_Training_Data\ISIC_0014537.jpg,0.9281529017857143,0.8060889677801086,0.6751666967021085,0.6843547355922915,0.9805024862601414
5,ISIC-2017_Training_Data\ISIC_0010330.jpg,0.8834901147959183,0.8531819779998996,0.7439558514365803,0.9988826815642458,0.7445754613597511
6,ISIC-2017_Training_Data\ISIC_0014726.jpg,0.9296675701530612,0.9091330432319694,0.8334041448331209,0.8545428142698097,0.9711739465287711
7,ISIC-2017_Training_Data\ISIC_0010864.jpg,0.9837173150510204,0.950874872226565,0.9063502980284274,0.9917220619591121,0.9132594132594133
8,ISIC-2017_Training_Data\ISIC_0000481.jpg,0.8730269451530612,0.90090370347327,0.819676771107526,0.8418359931397343,0.9688859150217464
9,ISIC-2017_Training_Data\ISIC_0000258.jpg,0.9473852040816326,0.9477476050985669,0.9006846738394402,0.9008880192655027,0.9997494571571739
10,ISIC-2017_Training_Data\ISIC_0013896.jpg,0.9889787946428571,0.9349641303069505,0.8778710247349824,0.8995247793618466,0.9733104799216454
11,ISIC-2017_Training_Data\ISIC_0009583.jpg,0.9865872130102041,0.8362928727803455,0.7186454849498328,0.7186454849498328,1.0
12,ISIC-2017_Training_Data\ISIC_0000433.jpg,0.8689811862244898,0.8710221699038649,0.7715139719171417,0.7717285495758587,0.9996397370080159
13,ISIC-2017_Training_Data\ISIC_0010337.jpg,0.9368622448979592,0.8318292812400467,0.7120785240388985,0.8088159388871684,0.8561905802644519
14,ISIC-2017_Training_Data\ISIC_0009885.jpg,0.9883808992346939,0.8938649189878026,0.8080974325213957,0.8497750086535133,0.9427803379416283
15,ISIC-2017_Training_Data\ISIC_0014680.jpg,0.9761838329081632,0.9484447128866645,0.9019446951669812,0.9858295964125561,0.9137916701305179
16,ISIC-2017_Training_Data\ISIC_0011211.jpg,0.9874840561224489,0.9839320438030907,0.9683722804190169,0.997251179918054,0.9709639953542393
17,ISIC-2017_Training_Data\ISIC_0014714.jpg,0.9597217793367347,0.9707969077378802,0.9432510600061775,0.9868969974734121,0.9552136946569226
18,ISIC-2017_Training_Data\ISIC_0010215.jpg,0.9746492346938775,0.9371044303797469,0.8816524004465948,0.8948064211520302,0.9835997508822919
19,ISIC-2017_Training_Data\ISIC_0000372.jpg,0.9210578762755102,0.8352260909355631,0.7170714285714286,0.7170714285714286,1.0
20,ISIC-2017_Training_Data\ISIC_0013430.jpg,0.9947385204081632,0.9572538860103628,0.9180124223602485,0.9228847955042148,0.9942818701648167
21,ISIC-2017_Training_Data\ISIC_0000138.jpg,0.9923867984693877,0.975868603916614,0.9528744140143104,0.9775977724338691,0.9741455416824316
22,ISIC-2017_Training_Data\ISIC_0012503.jpg,0.9868861607142857,0.8770093457943925,0.7809587217043942,0.9982978723404256,0.782
23,ISIC-2017_Training_Data\ISIC_0011382.jpg,0.9766222895408163,0.9626421223605848,0.9279749478079332,0.9974260823653643,0.9302024989228781
24,ISIC-2017_Training_Data\ISIC_0011117.jpg,0.6512276785714286,0.3926985008328706,0.244321616719924,0.244321616719924,1.0
25,ISIC-2017_Training_Data\ISIC_0014582.jpg,0.8416972257653061,0.43662671111426343,0.279285001361038,0.279285001361038,1.0
26,ISIC-2017_Training_Data\ISIC_0010016.jpg,0.990234375,0.9164677804295942,0.8458149779735683,0.8468809073724007,0.9985141158989599
27,ISIC-2017_Training_Data\ISIC_0000543.jpg,0.9347297512755102,0.8963509193910815,0.8121702225281028,0.9999293885044486,0.8122168052767422
28,ISIC-2017_Training_Data\ISIC_0000500.jpg,0.9713608099489796,0.9267546765890208,0.8635068389057751,0.8635068389057751,1.0
29,ISIC-2017_Training_Data\ISIC_0013561.jpg,0.9147201849489796,0.6244844229925406,0.4540002551996938,0.9834162520729685,0.4575028931464575
30,ISIC-2017_Training_Data\ISIC_0013670.jpg,0.9714803890306123,0.37971391417425226,0.23434991974317818,0.7436332767402377,0.2549476135040745
31,ISIC-2017_Training_Data\ISIC_0013032.jpg,0.9947983099489796,0.9447852760736196,0.8953488372093024,0.9000403063280935,0.9942119323241317
32,ISIC-2017_Training_Data\ISIC_0009955.jpg,0.9576291454081632,0.8637528838759292,0.7601804850535815,0.7637991612830103,0.993806223270904
33,ISIC-2017_Training_Data\ISIC_0010371.jpg,0.9750876913265306,0.9407526779789553,0.8881331662788616,0.9793743215237344,0.905061559507524
34,ISIC-2017_Training_Data\ISIC_0010025.jpg,0.9871851084183674,0.9589373523213487,0.9211139737455527,0.92577065351418,0.9945688170618625
35,ISIC-2017_Training_Data\ISIC_0010231.jpg,0.8614477040816326,0.8612818261633011,0.756360832690825,0.756360832690825,1.0
36,ISIC-2017_Training_Data\ISIC_0012489.jpg,0.9615752551020408,0.8302219091229306,0.7097259861487504,0.720024438674202,0.9802453732584737
37,ISIC-2017_Training_Data\ISIC_0000503.jpg,0.9801698022959183,0.9584394970970302,0.9201957009945461,0.9910166709855749,0.9279359430604982
38,ISIC-2017_Training_Data\ISIC_0013034.jpg,0.8435905612244898,0.4891955219994793,0.32379803549887987,1.0,0.32379803549887987
39,ISIC-2017_Training_Data\ISIC_0010339.jpg,0.9910514987244898,0.9606451047418705,0.9242705346601451,0.9666607867348739,0.9547038327526133
40,ISIC-2017_Training_Data\ISIC_0011217.jpg,0.9823421556122449,0.8706191588785047,0.7708818205327127,0.7708818205327127,1.0
41,ISIC-2017_Training_Data\ISIC_0012102.jpg,0.9934032206632653,0.9203369434416366,0.8524297815425769,1.0,0.8524297815425769
42,ISIC-2017_Training_Data\ISIC_0011215.jpg,0.9815449617346939,0.7597301504929943,0.6125523012552301,0.6125523012552301,1.0
43,ISIC-2017_Training_Data\ISIC_0013044.jpg,0.997429049744898,0.9308310991957105,0.8706118355065195,0.9455337690631809,0.9165786694825766
44,ISIC-2017_Training_Data\ISIC_0011114.jpg,0.9727957589285714,0.9077640381106832,0.8311061618411284,0.836592352721385,0.9921713441654357
45,ISIC-2017_Training_Data\ISIC_0007475.jpg,0.9758848852040817,0.8990993995997332,0.8166944402363279,0.8356843900170516,0.9729290741743367
46,ISIC-2017_Training_Data\ISIC_0014713.jpg,0.9342514349489796,0.8483009150687452,0.7365647209135191,0.7625661375661376,0.9557558802196664
47,ISIC-2017_Training_Data\ISIC_0000545.jpg,0.9409478635204082,0.9186949482753891,0.8496168096229001,0.8516050261993183,0.9972596211128322
48,ISIC-2017_Training_Data\ISIC_0000276.jpg,0.9584263392857143,0.9478890831876091,0.9009402602336404,0.9029555946884965,0.9975287870024712
49,ISIC-2017_Training_Data\ISIC_0009758.jpg,0.9884606186224489,0.9515034760030153,0.9074932097779198,0.9179056237879767,0.9876543209876543
