epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.4562276601791382,0.30139338970184326,0.3845250904560089,1e-04,0.651225745677948,0.6593939065933228,0.3968443274497986,0.24990572035312653,2.3299505710601807,0.2375720590353012,0.99214106798172
1,0.6628959774971008,0.4979326128959656,0.1982753723859787,1e-04,0.8925538063049316,0.8932346701622009,0.5451063513755798,0.3768088221549988,0.7928683161735535,0.5467451214790344,0.8912652730941772
2,0.757674515247345,0.6113735437393188,0.13313782215118408,1e-04,0.9297635555267334,0.9140298962593079,0.5672913193702698,0.3968016803264618,0.27997061610221863,0.9376899600028992,0.5838658809661865
3,0.7987231016159058,0.6661937832832336,0.10917461663484573,1e-04,0.9384095668792725,0.9173322916030884,0.5282959938049316,0.35957983136177063,0.30633100867271423,0.9878091812133789,0.4425838589668274
4,0.8231812715530396,0.7005353569984436,0.09554708749055862,1e-04,0.9411237835884094,0.9234796166419983,0.6750311851501465,0.5099784731864929,0.22108905017375946,0.9396262764930725,0.6497147083282471
5,0.8501479625701904,0.7402015328407288,0.07873968780040741,1e-04,0.9522660374641418,0.937602162361145,0.5649051070213318,0.39406508207321167,0.3030030429363251,0.9842957854270935,0.4531055688858032
6,0.8677456378936768,0.7671039700508118,0.0686299055814743,1e-04,0.9576045870780945,0.9451910853385925,0.48319342732429504,0.3194246292114258,0.36270034313201904,0.9948821663856506,0.3469841182231903
7,0.8828495740890503,0.7908883690834045,0.06073376536369324,1e-04,0.9603350758552551,0.9525772333145142,0.5575652122497559,0.38741061091423035,0.3209364116191864,0.9886366128921509,0.4303723871707916
8,0.8931388854980469,0.8074249029159546,0.05580422282218933,1e-04,0.9636155962944031,0.9540652632713318,0.5547024011611938,0.38489580154418945,0.342291921377182,0.9897193312644958,0.4190641939640045
9,0.8993263244628906,0.8175173997879028,0.0530092753469944,1e-04,0.9630056619644165,0.9546911120414734,0.5282370448112488,0.3600178062915802,0.3739221692085266,0.9906412363052368,0.3820023536682129
10,0.9044451713562012,0.8259655237197876,0.04961014166474342,1e-05,0.9689229726791382,0.9534067511558533,0.5919976234436035,0.42178183794021606,0.32343560457229614,0.9878230690956116,0.46153998374938965
11,0.9117628931999207,0.8382155299186707,0.043478161096572876,1e-05,0.9729989171028137,0.9654595255851746,0.603641927242279,0.43373599648475647,0.3162088692188263,0.9869362115859985,0.4787789285182953
