,Image Name,Acc,F1,Jaccard,Recall,Precision
0,ISIC2018_Training\ISIC_0014600.jpg,0.854133450255102,0.38241498607712426,0.2364110589462702,0.9969203695556533,0.23658383796199625
1,ISIC2018_Training\ISIC_0000115.jpg,0.9575494260204082,0.8914373088685015,0.8041379310344827,0.8071065989847716,0.9954467842914058
2,ISIC2018_Training\ISIC_0014410.jpg,0.9520687181122449,0.4138435291250305,0.2609096496619545,0.2609096496619545,1.0
3,ISIC2018_Training\ISIC_0012338.jpg,0.9973094706632653,0.9621742785093862,0.9271058315334774,0.9512465373961219,0.9733560090702947
4,ISIC2018_Training\ISIC_0010061.jpg,0.9910315688775511,0.9495967741935484,0.9040307101727447,0.9798890429958391,0.9211212516297262
5,ISIC2018_Training\ISIC_0014823.jpg,0.9933235012755102,0.958698064357046,0.9206725076959508,0.9296987087517934,0.9895647747518452
6,ISIC2018_Training\ISIC_0014077.jpg,0.8161471619897959,0.6428433156529483,0.4736691960974497,0.4736691960974497,1.0
7,ISIC2018_Training\ISIC_0014707.jpg,0.9940609056122449,0.9712743396953923,0.9441529235382309,0.9714616274585423,0.9710871241326138
8,ISIC2018_Training\ISIC_0014586.jpg,0.9724370216836735,0.9354371878063582,0.8787054902648658,0.8966350456416682,0.9777495852444618
9,ISIC2018_Training\ISIC_0015243.jpg,0.9172114158163265,0.9368961536124446,0.8812837586808037,0.9298896327121404,0.9440090614094165
10,ISIC2018_Training\ISIC_0013034.jpg,0.9767020089285714,0.8651516899296343,0.7623500711526733,0.9978712080894092,0.7635919364691509
11,ISIC2018_Training\ISIC_0015485.jpg,0.9440369897959183,0.9539052496798975,0.9118727050183598,0.937258064516129,0.9711544889364262
12,ISIC2018_Training\ISIC_0014458.jpg,0.9978077168367347,0.9602601156069365,0.9235580264072273,0.987369985141159,0.9345991561181435
13,ISIC2018_Training\ISIC_0013674.jpg,0.9664979272959183,0.9165218254953568,0.8459070492254102,0.8460621619143669,0.9997833152762731
14,ISIC2018_Training\ISIC_0014955.jpg,0.9902144451530612,0.9596383066173448,0.9224083438685209,0.9594017094017094,0.9598750205558296
15,ISIC2018_Training\ISIC_0000549.jpg,0.8985172193877551,0.906169381587676,0.8284366576819407,0.9257878685191461,0.8873651160272835
16,ISIC2018_Training\ISIC_0013213.jpg,0.9873046875,0.8678697365691765,0.7665811652620007,0.7665811652620007,1.0
17,ISIC2018_Training\ISIC_0014136.jpg,0.9697863520408163,0.7899695206428374,0.6528509274101214,0.9909628084810567,0.6567611149504723
18,ISIC2018_Training\ISIC_0015476.jpg,0.985710299744898,0.9659818759785549,0.9342020739653115,0.9564073656520106,0.9757500239624269
19,ISIC2018_Training\ISIC_0000320.jpg,0.9650829081632653,0.9532675380101361,0.9107079149890424,0.9909605146406388,0.9183369308253675
20,ISIC2018_Training\ISIC_0007760.jpg,0.9925063775510204,0.9518689196108552,0.9081582804103566,1.0,0.9081582804103566
21,ISIC2018_Training\ISIC_0010073.jpg,0.9313616071428571,0.8927236481435336,0.8062338246877462,0.9844737565265183,0.8166172783223159
22,ISIC2018_Training\ISIC_0010595.jpg,0.9577686543367347,0.9492515866363309,0.9034052058166568,0.9870013446884806,0.9142830780586824
23,ISIC2018_Training\ISIC_0013995.jpg,0.9943997130102041,0.9398415756797259,0.8865105008077544,0.998180991359709,0.8879449838187702
24,ISIC2018_Training\ISIC_0014273.jpg,0.9554966517857143,0.8371855632519141,0.7199648858791071,1.0,0.7199648858791071
25,ISIC2018_Training\ISIC_0000046.jpg,0.9639469068877551,0.9508864333613879,0.9063713058330314,0.9215387044150923,0.9821648906337633
26,ISIC2018_Training\ISIC_0000376.jpg,0.9624920280612245,0.9247260219182466,0.8599910727570302,0.9950933976069554,0.8636533432947329
27,ISIC2018_Training\ISIC_0015293.jpg,0.9826809630102041,0.9206465162998814,0.8529610829103215,0.8719944646254973,0.9750483558994197
28,ISIC2018_Training\ISIC_0013134.jpg,0.9578882334183674,0.6371286278550575,0.4674899193548387,1.0,0.4674899193548387
29,ISIC2018_Training\ISIC_0012670.jpg,0.9879623724489796,0.8077657542966263,0.6775226908702616,0.9090257879656161,0.7268041237113402
30,ISIC2018_Training\ISIC_0000099.jpg,0.9013273278061225,0.8691077329808329,0.768515055171124,0.8233319975956722,0.9202732209842674
31,ISIC2018_Training\ISIC_0015638.jpg,0.9568917410714286,0.9023079355042681,0.8220046082949308,0.927914537854157,0.8780766526019691
32,ISIC2018_Training\ISIC_0015130.jpg,0.9624123086734694,0.9448570259049178,0.8954777211261361,0.999814367922777,0.8956266282356854
33,ISIC2018_Training\ISIC_0014832.jpg,0.9661192602040817,0.9400564174894217,0.886892880904857,1.0,0.886892880904857
34,ISIC2018_Training\ISIC_0016025.jpg,0.9228515625,0.7935356552349458,0.657736516357206,0.657736516357206,1.0
35,ISIC2018_Training\ISIC_0012902.jpg,0.9500159438775511,0.8178649237472766,0.6918540361223737,0.7029085008113843,0.9777739190831741
36,ISIC2018_Training\ISIC_0010216.jpg,0.9847735969387755,0.9374897725413189,0.882334822116125,0.992034632034632,0.8886303707150612
37,ISIC2018_Training\ISIC_0012988.jpg,0.9982063137755102,0.9688149688149689,0.9395161290322581,0.9803646563814866,0.9575342465753425
38,ISIC2018_Training\ISIC_0013200.jpg,0.9979272959183674,0.9732785200411099,0.9479479479479479,0.9678078691875319,0.9788113695090439
39,ISIC2018_Training\ISIC_0014957.jpg,0.9591637436224489,0.9400403827583179,0.886864336591022,0.9195626037671036,0.9614509756973543
