epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
18,0.88919997215271,0.8011893630027771,0.06254836916923523,1e-06,0.9529023766517639,0.9265580177307129,0.8481340408325195,0.7381658554077148,0.10678411275148392,0.9030396342277527,0.8880703449249268
19,0.8903571963310242,0.8030772805213928,0.06176453083753586,1e-06,0.9497724771499634,0.9317387342453003,0.8488934636116028,0.7393197417259216,0.10738644003868103,0.902023196220398,0.8885789513587952
20,0.8908692002296448,0.8039076924324036,0.06146012619137764,1e-06,0.9496975541114807,0.9325391054153442,0.8490352630615234,0.7395495772361755,0.10811185836791992,0.900736927986145,0.8892366290092468
21,0.8913079500198364,0.8046181201934814,0.06120862811803818,1e-06,0.9498794078826904,0.9329356551170349,0.8490725755691528,0.7396157383918762,0.10867895931005478,0.899832010269165,0.8896759748458862
22,0.8917267322540283,0.8052965998649597,0.060971636325120926,1e-06,0.9500503540039062,0.933287501335144,0.849116325378418,0.7396860718727112,0.10912781953811646,0.8993026614189148,0.8899139761924744
23,0.8922149538993835,0.8060863018035889,0.06058195233345032,1e-07,0.9513373374938965,0.9328278303146362,0.849544107913971,0.740324079990387,0.1091562882065773,0.89919114112854,0.890165388584137
24,0.8922747373580933,0.8061836957931519,0.060553960502147675,1e-07,0.9511436223983765,0.9330862164497375,0.8496989011764526,0.7405549883842468,0.10919597744941711,0.8990168571472168,0.8903701901435852
25,0.8923312425613403,0.8062764406204224,0.06052691116929054,1e-07,0.9509894251823425,0.9333088994026184,0.8497609496116638,0.7406477332115173,0.10923861712217331,0.8988374471664429,0.8905273675918579
26,0.8923857808113098,0.8063656091690063,0.060500383377075195,1e-07,0.9508684873580933,0.9334888458251953,0.8497909307479858,0.7406922578811646,0.1092812716960907,0.8986943960189819,0.8906292915344238
27,0.8924390077590942,0.8064520359039307,0.06047414615750313,1e-07,0.9507836699485779,0.9336354732513428,0.8498104214668274,0.7407212257385254,0.10932210087776184,0.8985676765441895,0.8907240033149719
28,0.8924912214279175,0.8065370917320251,0.06044796481728554,1e-07,0.9507195949554443,0.933756947517395,0.8498252630233765,0.7407434582710266,0.10936292260885239,0.8984687328338623,0.8907706141471863
29,0.8925426006317139,0.8066206574440002,0.060421716421842575,1e-07,0.9506719708442688,0.9338613152503967,0.8498386740684509,0.7407633066177368,0.10940270870923996,0.898393452167511,0.8908138871192932
30,0.8925939202308655,0.8067035675048828,0.06039552018046379,1e-07,0.9506403207778931,0.9339529275894165,0.8498512506484985,0.7407820820808411,0.10944211483001709,0.8983352780342102,0.8908369541168213
31,0.8926445841789246,0.806786060333252,0.06036905571818352,1e-07,0.9506198167800903,0.9340316653251648,0.8498634099960327,0.7408000826835632,0.1094810962677002,0.8982956409454346,0.890853762626648
32,0.8926952481269836,0.8068687319755554,0.060342561453580856,1e-07,0.9506078362464905,0.9340971112251282,0.8498747944831848,0.7408169507980347,0.10952047258615494,0.8982530832290649,0.8908547759056091
