epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
29,0.9451183676719666,0.896113932132721,0.027159566059708595,1e-06,0.9821383357048035,0.9764679670333862,0.883952796459198,0.7923339009284973,0.10970178991556168,0.9445989727973938,0.8829549551010132
30,0.9451152682304382,0.8961123824119568,0.027195574715733528,1e-06,0.9815495610237122,0.9771000146865845,0.8845522999763489,0.7932950258255005,0.10968241840600967,0.9435760378837585,0.8843620419502258
31,0.9452832341194153,0.8964191675186157,0.027102088555693626,1e-06,0.9812098145484924,0.9775965809822083,0.8849663734436035,0.7939606308937073,0.10964059084653854,0.9426031112670898,0.8855518102645874
32,0.9453528523445129,0.8965377807617188,0.027126161381602287,1e-06,0.9811879992485046,0.9778188467025757,0.8851835131645203,0.794309675693512,0.10974717140197754,0.9420852065086365,0.886119544506073
33,0.9455697536468506,0.8969213962554932,0.02698110230267048,1e-06,0.9813093543052673,0.9779967069625854,0.8852816820144653,0.7944679856300354,0.10983700305223465,0.9419494271278381,0.8862676620483398
34,0.9456169009208679,0.8970147371292114,0.02690093033015728,1e-07,0.9809905290603638,0.9783085584640503,0.8855137825012207,0.7948413491249084,0.10975617915391922,0.941377580165863,0.8870093822479248
35,0.9456393718719482,0.8970474004745483,0.02694663777947426,1e-07,0.9815467000007629,0.9777687191963196,0.8856198191642761,0.7950128316879272,0.109716035425663,0.9412837028503418,0.887214183807373
36,0.94537353515625,0.8965731859207153,0.027215909212827682,1e-07,0.9809982180595398,0.9775636196136475,0.8856772184371948,0.79510498046875,0.10971954464912415,0.9411612153053284,0.8873814940452576
37,0.9455376267433167,0.8968647718429565,0.027094384655356407,1e-07,0.9811179637908936,0.9779910445213318,0.8857957124710083,0.7952957153320312,0.10967228561639786,0.9409074783325195,0.8877646327018738
38,0.9457198977470398,0.897199273109436,0.026812728494405746,1e-07,0.981131374835968,0.9783535599708557,0.8857685327529907,0.7952526211738586,0.10973718017339706,0.9408810138702393,0.8877406120300293
39,0.9456928372383118,0.8971410393714905,0.02692457288503647,1e-07,0.9810971021652222,0.9782040119171143,0.8857463598251343,0.7952154278755188,0.10982174426317215,0.9410552382469177,0.8874747157096863
40,0.9457733631134033,0.8972862958908081,0.02682579681277275,1e-07,0.9811800122261047,0.9784139394760132,0.8856956362724304,0.7951343655586243,0.109855055809021,0.9411317110061646,0.8873473405838013
41,0.9456062316894531,0.8969907164573669,0.02697938121855259,1e-07,0.9811587333679199,0.978019654750824,0.8857334852218628,0.7951950430870056,0.1098296120762825,0.941155731678009,0.8873785734176636
42,0.9457962512969971,0.8973268866539001,0.026837704703211784,1e-07,0.9813269972801208,0.9781240820884705,0.8857341408729553,0.7951960563659668,0.10983025282621384,0.9411448836326599,0.8873963952064514
43,0.9456489086151123,0.8970707654953003,0.026963908225297928,1e-07,0.9811863303184509,0.977975606918335,0.8856973648071289,0.7951371073722839,0.10988464206457138,0.9411837458610535,0.8872810006141663
