epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.41514086723327637,0.2649354040622711,0.5208063125610352,1e-04,0.4389928877353668,0.8201000094413757,0.4173963665962219,0.2660072445869446,0.9915236830711365,0.23094254732131958,0.9894465804100037
1,0.568195641040802,0.3985532820224762,0.30383870005607605,1e-04,0.8127145767211914,0.9294278621673584,0.4674087464809418,0.30683737993240356,0.4248709976673126,0.7897837162017822,0.6520933508872986
2,0.6423413157463074,0.4749946594238281,0.22388674318790436,1e-04,0.8936264514923096,0.9410024285316467,0.4867733418941498,0.3236350417137146,0.34647879004478455,0.883310079574585,0.5767756104469299
3,0.6994904279708862,0.5398300886154175,0.17359881103038788,1e-04,0.9252689480781555,0.9441595673561096,0.5568868517875671,0.38769087195396423,0.28091591596603394,0.9209251403808594,0.6354625225067139
4,0.7444418668746948,0.5946074724197388,0.14041121304035187,1e-04,0.9401498436927795,0.9422520399093628,0.6243169903755188,0.45555371046066284,0.23024684190750122,0.9276661276817322,0.7074190378189087
5,0.7786909937858582,0.6390823721885681,0.11785806715488434,1e-04,0.947149932384491,0.9420468807220459,0.705566942691803,0.5472802519798279,0.17655283212661743,0.9397092461585999,0.7965659499168396
6,0.8077602982521057,0.6788924336433411,0.09926855564117432,1e-04,0.9539487361907959,0.9485196471214294,0.7392311096191406,0.5880334973335266,0.15793085098266602,0.9526380300521851,0.8098398447036743
7,0.8315231204032898,0.7128055095672607,0.08544401824474335,1e-04,0.9584940671920776,0.9548834562301636,0.7784640192985535,0.6388300061225891,0.1426015943288803,0.9346432685852051,0.8536703586578369
8,0.848580539226532,0.7380130290985107,0.07641664892435074,1e-04,0.9609333276748657,0.9574238657951355,0.7987433671951294,0.6664735078811646,0.13038794696331024,0.9375224113464355,0.864511251449585
9,0.8623150587081909,0.7588595747947693,0.06907085329294205,1e-04,0.963228702545166,0.9586933255195618,0.8010205030441284,0.6697049140930176,0.12908774614334106,0.943699061870575,0.8477891087532043
10,0.8723418712615967,0.7744627594947815,0.06437823921442032,1e-04,0.9635722041130066,0.9591460824012756,0.8199129104614258,0.6957667469978333,0.11963164806365967,0.9435657262802124,0.863389253616333
11,0.8830401301383972,0.7912757992744446,0.05902812257409096,1e-04,0.9646366834640503,0.9613061547279358,0.8367713093757629,0.7199667692184448,0.11656545847654343,0.9258626699447632,0.8937650918960571
12,0.8909825086593628,0.8040541410446167,0.055002450942993164,1e-04,0.9659398794174194,0.9631889462471008,0.8411466479301453,0.7265739440917969,0.11288648843765259,0.9402347803115845,0.8786730766296387
13,0.8987540602684021,0.8166617751121521,0.051620762795209885,1e-04,0.9664285778999329,0.9639832973480225,0.8473145365715027,0.7357908487319946,0.11357077956199646,0.9300202131271362,0.8852086067199707
14,0.9033207893371582,0.8242285251617432,0.049554333090782166,1e-04,0.9660773277282715,0.9635483622550964,0.8532456755638123,0.7445389628410339,0.11730421334505081,0.921480119228363,0.8896500468254089
15,0.9085427522659302,0.8328670263290405,0.04670385643839836,1e-04,0.9680764675140381,0.9637835025787354,0.8579106330871582,0.75168377161026,0.11433002352714539,0.9266663789749146,0.8867156505584717
16,0.9171847701072693,0.8474182486534119,0.0418945774435997,1e-04,0.9725865721702576,0.9678744673728943,0.8630293011665344,0.7596127390861511,0.11222494393587112,0.9124496579170227,0.9050155878067017
17,0.9222544431686401,0.8560463190078735,0.03982555493712425,1e-04,0.9729486703872681,0.9689310193061829,0.8727049827575684,0.774511456489563,0.10955724865198135,0.9345650672912598,0.8913513422012329
18,0.9242095351219177,0.8594117760658264,0.03987407684326172,1e-04,0.9702674150466919,0.9681729674339294,0.8754342794418335,0.7787663340568542,0.11119507998228073,0.9198733568191528,0.9048107862472534
19,0.925848662853241,0.8622459769248962,0.039499681442976,1e-04,0.9699453711509705,0.9671334028244019,0.873907744884491,0.776472270488739,0.11541125923395157,0.9040873646736145,0.9110660552978516
20,0.928719699382782,0.867211639881134,0.037680260837078094,1e-04,0.972550094127655,0.9666637778282166,0.8754143118858337,0.7787901759147644,0.11800173670053482,0.8975164294242859,0.9132216572761536
21,0.9308990836143494,0.870979368686676,0.03696143254637718,1e-04,0.9728711843490601,0.9661844372749329,0.877436637878418,0.7820211052894592,0.11510681360960007,0.9111047983169556,0.9035099744796753
22,0.9338600635528564,0.8761374354362488,0.03549528494477272,1e-04,0.9722793698310852,0.9676599502563477,0.8856510519981384,0.7950974106788635,0.10974882543087006,0.9175958633422852,0.9087744355201721
23,0.9380354881286621,0.8835076689720154,0.032247088849544525,1e-05,0.9686329960823059,0.9794636964797974,0.8851209282875061,0.7942215800285339,0.10655343532562256,0.9374948740005493,0.8922758102416992
24,0.9398192167282104,0.8866555094718933,0.03052474372088909,1e-05,0.9777343273162842,0.9737924933433533,0.8832958936691284,0.7912887334823608,0.10693351179361343,0.9431036710739136,0.8855296969413757
25,0.9410972595214844,0.8889294266700745,0.02968946099281311,1e-05,0.9779937863349915,0.9752209782600403,0.8825119137763977,0.7900341153144836,0.10793154686689377,0.9450618624687195,0.882469892501831
26,0.9422839879989624,0.8910389542579651,0.02904553897678852,1e-05,0.9787933230400085,0.9759138226509094,0.8824695944786072,0.7899597883224487,0.10860047489404678,0.9458329677581787,0.8814767003059387
27,0.9432696104049683,0.8928025364875793,0.028432762250304222,1e-05,0.9794139862060547,0.9764230251312256,0.8828064799308777,0.7905036807060242,0.10905766487121582,0.9452146291732788,0.881946861743927
28,0.9443962574005127,0.8948182463645935,0.027750402688980103,1e-05,0.9801914691925049,0.9771780371665955,0.8830158114433289,0.7908307313919067,0.10983018577098846,0.946189284324646,0.8807921409606934
